10,0,0,3.84e-07,3.1705e-05
100,0,0,1.247e-06,3.3946e-05
1000,0,0,1.0123e-05,9.6422e-05
10000,0,0,0.000115718,0.000674836
100000,0,0,0.001083083,0.0060878
1000000,0,0,0.006981627,0.046151399
10000000,0,0,0.029362582,0.205261667
100000000,0,0,0.289696985,1.760011551
10,4,0,7.1834e-05,8.2545e-05
100,4,0,6.2812e-05,7.3761e-05
1000,4,0,5.879e-05,8.5055e-05
10000,4,0,7.3341e-05,0.000236913
100000,4,0,0.000166679,0.001809856
1000000,4,0,0.001066555,0.016179537
10000000,4,0,0.01061622,0.152930421
100000000,4,0,0.099422972,1.515195581
10,8,0,0.000169918,0.000180835
100,8,0,9.3084e-05,0.000105711
1000,8,0,8.9363e-05,0.00011873
10000,8,0,0.000107875,0.000292606
100000,8,0,0.000255483,0.001984283
1000000,8,0,0.001552426,0.017259256
10000000,8,0,0.010576429,0.15354821
100000000,8,0,0.104656836,1.524235202
10,12,0,0.000209933,0.000220432
100,12,0,0.000124613,0.00013734
1000,12,0,0.000135596,0.000165666
10000,12,0,0.000148332,0.000332382
100000,12,0,0.000371189,0.002070695
1000000,12,0,0.001458662,0.016830776
10000000,12,0,0.011360641,0.153756563
100000000,12,0,0.1064744,1.524297363
10,16,0,0.000171194,0.000183149
100,16,0,0.000158771,0.000171477
1000,16,0,0.000149139,0.000178255
10000,16,0,0.000193857,0.000379722
100000,16,0,0.000611971,0.002283504
1000000,16,0,0.001407504,0.017082272
10000000,16,0,0.010835057,0.155961853
100000000,16,0,0.101556024,1.51866555
10,0,1,1.13e-07,8.723e-06
100,0,1,4.04e-07,1.0169e-05
1000,0,1,3.06e-06,2.9145e-05
10000,0,1,3.8384e-05,0.000224611
100000,0,1,0.000371152,0.0021527
1000000,0,1,0.003359062,0.019849432
10000000,0,1,0.029452148,0.177545734
100000000,0,1,0.290881137,1.762190308
10,4,1,8.3909e-05,0.000108281
100,4,1,5.1646e-05,6.3422e-05
1000,4,1,7.2134e-05,9.862e-05
10000,4,1,6.7089e-05,0.000239848
100000,4,1,0.000171701,0.001934608
1000000,4,1,0.001225637,0.016810063
10000000,4,1,0.010695628,0.153578132
100000000,4,1,0.099856484,1.517735348
10,8,1,9.7851e-05,0.000109578
100,8,1,0.000122389,0.00013501
1000,8,1,0.000109114,0.000138535
10000,8,1,0.000155136,0.000339282
100000,8,1,0.000191646,0.00184524
1000000,8,1,0.001709775,0.017428915
10000000,8,1,0.011403318,0.154292574
100000000,8,1,0.102449196,1.518089399
10,12,1,0.000217732,0.000228672
100,12,1,0.00013465,0.000147315
1000,12,1,0.000121497,0.000151069
10000,12,1,0.000142051,0.000325586
100000,12,1,0.000304268,0.002034308
1000000,12,1,0.0017104,0.017408069
10000000,12,1,0.011383051,0.154146318
100000000,12,1,0.106731744,1.523346405
10,16,1,0.000160716,0.000172431
100,16,1,0.000156582,0.000168596
1000,16,1,0.000192418,0.000220203
10000,16,1,0.000190438,0.000360204
100000,16,1,0.000401143,0.002152003
1000000,16,1,0.001541226,0.017630537
10000000,16,1,0.011305506,0.154516797
100000000,16,1,0.101308938,1.519153732
10,0,2,8.4e-08,8.248e-06
100,0,2,3.32e-07,9.35e-06
1000,0,2,3.054e-06,2.9545e-05
10000,0,2,3.8894e-05,0.000225748
100000,0,2,0.000367056,0.002112938
1000000,0,2,0.003266424,0.019204698
10000000,0,2,0.029414148,0.177426882
100000000,0,2,0.289539223,1.760085332
10,4,2,7.2304e-05,8.3169e-05
100,4,2,7.0026e-05,8.0842e-05
1000,4,2,6.9643e-05,9.5835e-05
10000,4,2,7.6391e-05,0.000243348
100000,4,2,0.000165581,0.001811706
1000000,4,2,0.001343958,0.016512632
10000000,4,2,0.010737626,0.153419613
100000000,4,2,0.100694473,1.518849637
10,8,2,9.2788e-05,0.00010415
100,8,2,9.3307e-05,0.000104623
1000,8,2,8.6422e-05,0.000115174
10000,8,2,0.000106691,0.000285842
100000,8,2,0.000241617,0.001906817
1000000,8,2,0.001164224,0.016613515
10000000,8,2,0.010528607,0.15286614
100000000,8,2,0.106341801,1.522168353
10,12,2,0.000152282,0.000163146
100,12,2,0.000143613,0.00015616
1000,12,2,0.000139027,0.000172631
10000,12,2,0.000139229,0.000322239
100000,12,2,0.000298033,0.002045475
1000000,12,2,0.001688904,0.017224223
10000000,12,2,0.011847486,0.154414742
100000000,12,2,0.101060245,1.517714704
10,16,2,0.000164211,0.000176023
100,16,2,0.000158926,0.000171456
1000,16,2,0.00015328,0.000182409
10000,16,2,0.000176484,0.000360685
100000,16,2,0.000366525,0.00204886
1000000,16,2,0.001905091,0.01718487
10000000,16,2,0.010885774,0.15376877
100000000,16,2,0.102298178,1.522379917
10,0,3,1.07e-07,7.962e-06
100,0,3,4.03e-07,1.021e-05
1000,0,3,3.055e-06,2.9539e-05
10000,0,3,3.8203e-05,0.000225144
100000,0,3,0.000366291,0.002143495
1000000,0,3,0.003673861,0.019628639
10000000,0,3,0.029438441,0.177672127
100000000,0,3,0.290334365,1.765349322
10,4,3,5.4081e-05,6.6419e-05
100,4,3,5.1626e-05,6.4023e-05
1000,4,3,4.7067e-05,7.6508e-05
10000,4,3,5.9464e-05,0.000242996
100000,4,3,0.000164887,0.0018753
1000000,4,3,0.0015132,0.016761937
10000000,4,3,0.010585127,0.153898361
100000000,4,3,0.100106365,1.518189346
10,8,3,0.000115016,0.000126233
100,8,3,9.5269e-05,0.000107745
1000,8,3,0.000130344,0.000159515
10000,8,3,0.000223668,0.000406787
100000,8,3,0.000208776,0.001944341
1000000,8,3,0.00183555,0.017384736
10000000,8,3,0.010552352,0.153436012
100000000,8,3,0.103191016,1.519232898
10,12,3,0.000225205,0.000235996
100,12,3,0.000129454,0.000141729
1000,12,3,0.000137991,0.000166998
10000,12,3,0.000132871,0.000317531
100000,12,3,0.000377949,0.002132005
1000000,12,3,0.001842811,0.017576564
10000000,12,3,0.011912111,0.154792873
100000000,12,3,0.100746709,1.516111826
10,16,3,0.000182294,0.000192974
100,16,3,0.000162954,0.000175377
1000,16,3,0.000185934,0.000215062
10000,16,3,0.000182766,0.000365615
100000,16,3,0.000338465,0.002077502
1000000,16,3,0.001772619,0.017462865
10000000,16,3,0.011501804,0.154086851
100000000,16,3,0.10112977,1.517266455
10,0,4,1.06e-07,8.351e-06
100,0,4,3.69e-07,1.0265e-05
1000,0,4,3.033e-06,2.9372e-05
10000,0,4,3.8424e-05,0.000224632
100000,0,4,0.000368127,0.002127607
1000000,0,4,0.003273229,0.019146861
10000000,0,4,0.029356201,0.176839577
100000000,0,4,0.289200801,1.758411559
10,4,4,7.6988e-05,8.7774e-05
100,4,4,9.2544e-05,0.000103845
1000,4,4,8.9514e-05,0.000116482
10000,4,4,8.502e-05,0.000288801
100000,4,4,0.00016703,0.001805305
1000000,4,4,0.001322334,0.016528011
10000000,4,4,0.010390569,0.153028009
100000000,4,4,0.099888447,1.516037814
10,8,4,0.000171338,0.000182511
100,8,4,0.000150276,0.000162398
1000,8,4,0.000100049,0.000129182
10000,8,4,0.000107457,0.000290786
100000,8,4,0.000222649,0.001952426
1000000,8,4,0.001431349,0.017165625
10000000,8,4,0.010636067,0.153353562
100000000,8,4,0.106170619,1.522657104
10,12,4,0.000132725,0.000145152
100,12,4,0.000135843,0.000148596
1000,12,4,0.000127111,0.00015679
10000,12,4,0.000135478,0.000318968
100000,12,4,0.000297452,0.001963465
1000000,12,4,0.001916991,0.017436435
10000000,12,4,0.011036235,0.153944692
100000000,12,4,0.102551601,1.518425969
10,16,4,0.000156725,0.000168259
100,16,4,0.00016455,0.000176282
1000,16,4,0.000188185,0.000216017
10000,16,4,0.000227952,0.000424018
100000,16,4,0.000411887,0.002181971
1000000,16,4,0.001743913,0.017642302
10000000,16,4,0.010817913,0.153483999
100000000,16,4,0.10230295,1.518763809
10,0,5,8.9e-08,8.814e-06
100,0,5,3.77e-07,1.0081e-05
1000,0,5,3.045e-06,2.9117e-05
10000,0,5,3.8617e-05,0.000228896
100000,0,5,0.000370794,0.002159834
1000000,0,5,0.003351712,0.019347116
10000000,0,5,0.029394135,0.177840965
100000000,0,5,0.289724358,1.759635819
10,4,5,5.7057e-05,6.8764e-05
100,4,5,0.000157087,0.000169127
1000,4,5,5.9693e-05,8.6046e-05
10000,4,5,6.2974e-05,0.00024619
100000,4,5,0.000164596,0.001797148
1000000,4,5,0.001529435,0.016713365
10000000,4,5,0.010559233,0.153230014
100000000,4,5,0.100782538,1.517188789
10,8,5,0.000106228,0.000117224
100,8,5,0.000103304,0.000114689
1000,8,5,9.8298e-05,0.000125345
10000,8,5,0.000188208,0.000388263
100000,8,5,0.000277854,0.002024218
1000000,8,5,0.001409041,0.017173532
10000000,8,5,0.010673505,0.15311082
100000000,8,5,0.100564266,1.517682809
10,12,5,0.000139935,0.000151506
100,12,5,0.0001233,0.000135608
1000,12,5,0.000115062,0.000142767
10000,12,5,0.000156011,0.000338966
100000,12,5,0.000349494,0.002007885
1000000,12,5,0.001517064,0.017660323
10000000,12,5,0.011091768,0.154114231
100000000,12,5,0.101449715,1.518865132
10,16,5,0.000263855,0.000274788
100,16,5,0.000150429,0.000162935
1000,16,5,0.000384142,0.000413277
10000,16,5,0.000197399,0.000366854
100000,16,5,0.000465342,0.002201571
1000000,16,5,0.001565367,0.017005634
10000000,16,5,0.01075309,0.153263617
100000000,16,5,0.10263915,1.520040555
10,0,6,9.6e-08,8.29e-06
100,0,6,3.38e-07,9.361e-06
1000,0,6,2.97e-06,3.033e-05
10000,0,6,3.8645e-05,0.000226924
100000,0,6,0.000355325,0.002095082
1000000,0,6,0.003348704,0.019303108
10000000,0,6,0.029337068,0.177215598
100000000,0,6,0.289255707,1.757848468
10,4,6,7.3208e-05,8.4226e-05
100,4,6,5.3293e-05,6.5206e-05
1000,4,6,5.1173e-05,7.8579e-05
10000,4,6,8.4926e-05,0.000247664
100000,4,6,0.000172461,0.001860465
1000000,4,6,0.001298334,0.016437567
10000000,4,6,0.010436753,0.15303477
100000000,4,6,0.100226524,1.515822968
10,8,6,0.00017509,0.000186412
100,8,6,8.8378e-05,0.000100218
1000,8,6,8.7304e-05,0.000114195
10000,8,6,9.9163e-05,0.00027766
100000,8,6,0.000209547,0.001889012
1000000,8,6,0.001848286,0.017294971
10000000,8,6,0.010738637,0.153990294
100000000,8,6,0.100595896,1.518660211
10,12,6,0.000177082,0.000188049
100,12,6,0.000151256,0.000163473
1000,12,6,0.00014284,0.000172254
10000,12,6,0.000149135,0.00033242
100000,12,6,0.000340613,0.002065911
1000000,12,6,0.001494603,0.016932221
10000000,12,6,0.010965712,0.153886332
100000000,12,6,0.105739838,1.524694764
10,16,6,0.000232413,0.000243263
100,16,6,0.000168916,0.000181497
1000,16,6,0.000167184,0.000196353
10000,16,6,0.000173884,0.000358594
100000,16,6,0.000358022,0.002023908
1000000,16,6,0.001694291,0.01734766
10000000,16,6,0.011548506,0.154230713
100000000,16,6,0.100927185,1.518903517
10,0,7,1.03e-07,8.164e-06
100,0,7,4.03e-07,1.0212e-05
1000,0,7,2.853e-06,2.7672e-05
10000,0,7,3.5067e-05,0.000205601
100000,0,7,0.000366157,0.002023487
1000000,0,7,0.003263864,0.018973888
10000000,0,7,0.029417478,0.177625697
100000000,0,7,0.289922329,1.76096725
10,4,7,5.6488e-05,6.8317e-05
100,4,7,5.1158e-05,6.3452e-05
1000,4,7,5.0909e-05,8.0034e-05
10000,4,7,5.946e-05,0.000243191
100000,4,7,0.000169936,0.001805493
1000000,4,7,0.001203142,0.016456366
10000000,4,7,0.010703358,0.153751945
100000000,4,7,0.105225819,1.526312702
10,8,7,0.000167702,0.000178402
100,8,7,9.2114e-05,0.000104522
1000,8,7,8.4359e-05,0.000113614
10000,8,7,0.000111991,0.000295535
100000,8,7,0.000265755,0.002011387
1000000,8,7,0.001410589,0.016882606
10000000,8,7,0.011346313,0.154613491
